Car Name,Price,Mileage,Year,Transmission,Gearbox,Horsepower,Fuel Type,Location,Description
Renault Velsatis expression,20 000 DT,267 000 km,2003,Traction,Manuelle,7 cv,Diesel,Médenine,"Berline, 7 cv, transmission Traction, Accoudoir avant, Accoudoir arrière, Affichage tête haute, Autoradio, Autoradio CD, Boîte à gants réfrigérée, Connectivité Aux, usb, iPod, Navigation, Palettes au volant, Sièges sport, Sièges chauffants, Sièges réglables en hauteur, Sièges électriques, Vitres teintées, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur"
Haval Jolion,89 000 DT,110 000 km,2022,Intégrale,Automatique,9 cv,Essence,Monastir,Première main
KIA Rio 5p GT-Line,70 000 DT,36 000 km,2023,Traction,Manuelle,5 cv,Essence,Ariana,"voiture toute neuve, en excellent état , premier main"
Toyota RAV 4 Hybride Noire,145 000 DT,28 000 km,2022,Traction,Automatique,9 cv,Essence,Tunis,1 ere main
Mercedes-Benz Classe C,89 000 DT,151 000 km,2017,Intégrale,Automatique,7 cv,Diesel,Tunis,Voiture néuf
KIA Stonic GT-Line,85 000 DT,50 000 km,2021,Traction,Automatique,6 cv,Hybride,Ben Arous,"Autres, 6 cv, transmission Traction, Accoudoir avant, Autoradio, Android Auto, Bluetooth, Connectivité Aux, usb, iPod, Navigation, Palettes au volant, Sièges réglables en hauteur, Sièges électriques, Vitres teintées, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur"
Mercedes-Benz Classe C C180 KITT AMG,93 000 DT,247 828 km,2014,Traction,Automatique,8 cv,Essence,Sfax,"Berline, 8 cv, transmission Traction, Accoudoir avant, Accoudoir arrière, Affichage tête haute, Autoradio, Autoradio CD, Autoradio CD/Mp3, Apple Carplay, Android Auto, Bluetooth, Chargeur CD, Connectivité Aux, usb, iPod, Navigation, Palettes au volant, Sièges ventilés, Sièges réglables en hauteur, Sièges électriques, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur, Instrumentation numérique"
Porsche Cayenne Coupé E-Hybrid,425 000 DT,78 317 km,2020,Intégrale,Automatique,22 cv,Hybride,Sfax,"SUV/4x4, 22 cv, transmission Intégrale, Accoudoir avant, Accoudoir arrière, Affichage tête haute, Autoradio, Autoradio CD, Autoradio CD/Mp3, Apple Carplay, Android Auto, Bluetooth, Chargeur CD, Connectivité Aux, usb, iPod, Navigation, Palettes au volant, Sièges sport, Sièges chauffants, Sièges massants, Sièges réglables en hauteur, Sièges électriques, Vitres teintées, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur, Volant chauffant, Instrumentation numérique"
Citroën Berlingo,57 000 DT,72 009 km,2021,Propulsion,Manuelle,5 cv,Diesel,Sfax,"Utilitaire, 5 cv, transmission Propulsion, Accoudoir avant, Affichage tête haute, Autoradio, Autoradio CD, Autoradio CD/Mp3, Apple Carplay, Android Auto, Bluetooth, Chargeur CD, Connectivité Aux, usb, iPod, Navigation, Sièges réglables en hauteur, Sièges électriques, Vitres teintées, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur, Instrumentation numérique"
Volkswagen Golf 8 UNITED,97 000 DT,42 328 km,2020,Traction,Manuelle,6 cv,Essence,Sfax,"Citadine, 6 cv, transmission Traction, Accoudoir avant, Accoudoir arrière, Affichage tête haute, Autoradio, Autoradio CD, Autoradio CD/Mp3, Apple Carplay, Android Auto, Bluetooth, Chargeur CD, Connectivité Aux, usb, iPod, Navigation, Sièges chauffants, Sièges massants, Sièges ventilés, Sièges réglables en hauteur, Sièges électriques, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur, Instrumentation numérique"
Citroën Berlingo,95 000 DT,72 246 km,2020,Traction,Manuelle,7 cv,Diesel,Sfax,"Autres, 7 cv, transmission Traction, Accoudoir avant, Affichage tête haute, Autoradio, Autoradio CD, Autoradio CD/Mp3, Apple Carplay, Android Auto, Bluetooth, Chargeur CD, Connectivité Aux, usb, iPod, Navigation, Sièges ventilés, Sièges réglables en hauteur, Sièges électriques, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur, Instrumentation numérique"
Fiat Fiorino MULIJET 2,46 000 DT,14 841 km,2023,Intégrale,Manuelle,5 cv,Diesel,Sfax,"Utilitaire, 5 cv, transmission Intégrale, Autoradio, Autoradio CD, Autoradio CD/Mp3, Bluetooth, Connectivité Aux, usb, iPod, Navigation, Sièges électriques, Volant/levier de vitesse en cuir, 3 appuis têtes arrières"
Audi A3 Sportback Sport,50 000 DT,161 625 km,2013,Traction,Automatique,7 cv,Diesel,Sfax,"Berline, 7 cv, transmission Traction, Accoudoir avant, Autoradio, Autoradio CD, Autoradio CD/Mp3, Bluetooth, Navigation, Sièges réglables en hauteur, Sièges électriques, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur, Instrumentation numérique"
Mercedes-Benz GLC AMG,255 000 DT,51 769 km,2022,Propulsion,Automatique,12 cv,Essence,Sfax,"SUV/4x4, 12 cv, transmission Propulsion, Accoudoir avant, Accoudoir arrière, Affichage tête haute, Autoradio, Autoradio CD, Autoradio CD/Mp3, Apple Carplay, Android Auto, Bluetooth, Chargeur CD, Connectivité Aux, usb, iPod, Navigation, Palettes au volant, Sièges chauffants, Sièges réglables en hauteur, Sièges électriques, Vitres teintées, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur, Instrumentation numérique"
Volkswagen Amarok Double Cabine Start,160 000 DT,61 092 km,2021,Intégrale,Automatique,7 cv,Diesel,Sfax,"SUV/4x4, 7 cv, transmission Intégrale, Accoudoir avant, Affichage tête haute, Autoradio, Autoradio CD, Autoradio CD/Mp3, Apple Carplay, Android Auto, Bluetooth, Chargeur CD, Connectivité Aux, usb, iPod, Navigation, Sièges réglables en hauteur, Sièges électriques, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur, Instrumentation numérique"
Volkswagen Golf 7 R-Line,85 000 DT,44 363 km,2019,Traction,Manuelle,6 cv,Essence,Sfax,"Compacte, 6 cv, transmission Traction, Accoudoir avant, Accoudoir arrière, Affichage tête haute, Autoradio, Autoradio CD, Autoradio CD/Mp3, Apple Carplay, Android Auto, Bluetooth, Chargeur CD, Connectivité Aux, usb, iPod, Navigation, Sièges réglables en hauteur, Sièges électriques, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur, Instrumentation numérique"
Mercedes-Benz Classe A,150 000 DT,48 513 km,2020,Intégrale,Automatique,8 cv,Hybride,Sfax,"Coupé, 8 cv, transmission Intégrale"
Mercedes-Benz GLE,360 000 DT,56 788 km,2021,Intégrale,Automatique,12 cv,Hybride,Sfax,"SUV/4x4, 12 cv, transmission Intégrale, Accoudoir avant, Accoudoir arrière, Affichage tête haute, Autoradio, Autoradio CD, Autoradio CD/Mp3, Apple Carplay, Android Auto, Bluetooth, Chargeur CD, Connectivité Aux, usb, iPod, Navigation, Palettes au volant, Sièges sport, Sièges chauffants, Sièges réglables en hauteur, Sièges électriques, Vitres teintées, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur, Volant chauffant, Instrumentation numérique"
KIA Sportage,135 000 DT,47 245 km,2020,Intégrale,Automatique,10 cv,Hybride,Sfax,"SUV/4x4, 10 cv, transmission Intégrale, Accoudoir avant, Accoudoir arrière, Affichage tête haute, Autoradio, Autoradio CD, Autoradio CD/Mp3, Apple Carplay, Android Auto, Bluetooth, Chargeur CD, Connectivité Aux, usb, iPod, Navigation, Palettes au volant, Sièges chauffants, Sièges massants, Sièges réglables en hauteur, Sièges électriques, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur, Volant chauffant, Instrumentation numérique"
Toyota Hilux Simple Cabine HILUX TOYOTA,145 000 DT,127 187 km,2020,Traction,Manuelle,8 cv,Diesel,Sfax,"SUV/4x4, 8 cv, transmission Traction, Accoudoir avant, Autoradio, Autoradio CD, Autoradio CD/Mp3, Apple Carplay, Android Auto, Bluetooth, Chargeur CD, Connectivité Aux, usb, iPod, Navigation, Sièges réglables en hauteur, Sièges électriques, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur, Instrumentation numérique"
Nissan Qashqai Tekna,130 000 DT,23 961 km,2022,Traction,Manuelle,8 cv,Essence,Sfax,"SUV/4x4, 8 cv, transmission Traction, Accoudoir avant, Accoudoir arrière, Affichage tête haute, Autoradio, Autoradio CD, Autoradio CD/Mp3, Apple Carplay, Android Auto, Bluetooth, Chargeur CD, Connectivité Aux, usb, iPod, Navigation, Sièges chauffants, Sièges ventilés, Sièges réglables en hauteur, Sièges électriques, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur, Instrumentation numérique"
Audi Q3 Ambition Luxe,120 000 DT,94 295 km,2021,Propulsion,Automatique,8 cv,Essence,Sfax,"SUV/4x4, 8 cv, transmission Propulsion, Accoudoir avant, Accoudoir arrière, Affichage tête haute, Autoradio, Autoradio CD, Autoradio CD/Mp3, Apple Carplay, Android Auto, Bluetooth, Chargeur CD, Connectivité Aux, usb, iPod, Navigation, Sièges réglables en hauteur, Sièges électriques, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur, Instrumentation numérique"
Mercedes-Benz GLC Coupé AMG,250 000 DT,24 804 km,2020,Traction,Automatique,11 cv,Essence,Sfax,"SUV/4x4, 11 cv, transmission Traction, Accoudoir avant, Accoudoir arrière, Affichage tête haute, Autoradio, Autoradio CD, Autoradio CD/Mp3, Apple Carplay, Android Auto, Bluetooth, Chargeur CD, Connectivité Aux, usb, iPod, Navigation, Palettes au volant, Sièges chauffants, Sièges réglables en hauteur, Sièges électriques, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur, Instrumentation numérique"
Mercedes-Benz GLE Coupé,390 000 DT,71 772 km,2022,Propulsion,Automatique,12 cv,Hybride,Sfax,"SUV/4x4, 12 cv, transmission Propulsion, Accoudoir avant, Accoudoir arrière, Affichage tête haute, Autoradio, Autoradio CD, Autoradio CD/Mp3, Apple Carplay, Android Auto, Bluetooth, Chargeur CD, Connectivité Aux, usb, iPod, Navigation, Palettes au volant, Sièges sport, Sièges chauffants, Sièges massants, Sièges ventilés, Sièges réglables en hauteur, Sièges électriques, Vitres teintées, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur, Volant chauffant, Instrumentation numérique"
Peugeot Partner,59 000 DT,87 261 km,2020,Propulsion,Manuelle,5 cv,Diesel,Sfax,"Utilitaire, 5 cv, transmission Propulsion, Autoradio, Autoradio CD, Autoradio CD/Mp3, Apple Carplay, Android Auto, Bluetooth, Chargeur CD, Connectivité Aux, usb, iPod, Navigation, Sièges électriques, Volant/levier de vitesse en cuir, Volant multi-fonctions, Volant réglable hauteur/profondeur, Instrumentation numérique"
Citroën Berlingo,89 000 DT,73 262 km,2020,Traction,Manuelle,7 cv,Diesel,Sfax,"Monospace, 7 cv, transmission Traction, Accoudoir avant, Affichage tête haute, Autoradio, Autoradio CD, Autoradio CD/Mp3, Apple Carplay, Android Auto, Bluetooth, Chargeur CD, Connectivité Aux, usb, iPod, Navigation, Sièges chauffants, Sièges ventilés, Sièges réglables en hauteur, Sièges électriques, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur, Instrumentation numérique"
Mercedes-Benz Classe C AMG,225 000 DT,32 178 km,2022,Intégrale,Automatique,11 cv,Essence,Sfax,"Berline, 11 cv, transmission Intégrale, Accoudoir avant, Accoudoir arrière, Affichage tête haute, Autoradio, Autoradio CD, Autoradio CD/Mp3, Apple Carplay, Android Auto, Bluetooth, Chargeur CD, Connectivité Aux, usb, iPod, Navigation, Palettes au volant, Sièges sport, Sièges chauffants, Sièges massants, Sièges ventilés, Sièges réglables en hauteur, Sièges électriques, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur, Volant chauffant, Instrumentation numérique"
Audi A5 Sportback S-Line,210 000 DT,34 502 km,2021,Traction,Automatique,8 cv,Essence,Sfax,"Berline, 8 cv, transmission Traction, Accoudoir avant, Accoudoir arrière, Affichage tête haute, Autoradio, Autoradio CD, Autoradio CD/Mp3, Apple Carplay, Android Auto, Bluetooth, Chargeur CD, Connectivité Aux, usb, iPod, Navigation, Sièges sport, Sièges chauffants, Sièges réglables en hauteur, Sièges électriques, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Instrumentation numérique"
Chevrolet Sonic 4p,45 000 DT,84 318 km,2019,Traction,Manuelle,5 cv,Essence,Sfax,"Autres, 5 cv, transmission Traction, Autoradio, Autoradio CD, Autoradio CD/Mp3, Android Auto, Bluetooth, Chargeur CD, Connectivité Aux, usb, iPod, Navigation, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur"
Mercedes-Benz Classe A MERCEDES A45,175 000 DT,72 290 km,2016,Traction,Automatique,26 cv,Essence,Sfax,"Coupé, 26 cv, transmission Traction, Accoudoir avant, Accoudoir arrière, Affichage tête haute, Autoradio, Autoradio CD, Autoradio CD/Mp3, Apple Carplay, Android Auto, Bluetooth, Chargeur CD, Connectivité Aux, usb, iPod, Navigation, Palettes au volant, Sièges sport, Sièges chauffants, Sièges massants, Sièges réglables en hauteur, Sièges électriques, Vitres teintées, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur, Instrumentation numérique"
Audi Q3 S-line,175 000 DT,77 986 km,2021,Propulsion,Automatique,8 cv,Hybride,Sfax,"SUV/4x4, 8 cv, transmission Propulsion, Accoudoir avant, Accoudoir arrière, Affichage tête haute, Autoradio, Autoradio CD, Autoradio CD/Mp3, Apple Carplay, Android Auto, Bluetooth, Chargeur CD, Connectivité Aux, usb, iPod, Navigation, Palettes au volant, Sièges chauffants, Sièges ventilés, Sièges réglables en hauteur, Sièges électriques, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur, Volant chauffant, Instrumentation numérique"
Volkswagen Golf 8 R-Line,155 000 DT,2 395 km,2023,Traction,Automatique,7 cv,Essence,Sfax,"Citadine, 7 cv, transmission Traction, Accoudoir avant, Accoudoir arrière, Affichage tête haute, Autoradio, Autoradio CD, Autoradio CD/Mp3, Apple Carplay, Android Auto, Bluetooth, Chargeur CD, Connectivité Aux, usb, iPod, Navigation, Sièges chauffants, Sièges ventilés, Sièges réglables en hauteur, Sièges électriques, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur, Instrumentation numérique"
Volkswagen Golf 8 GTE,170 000 DT,5 496 km,2024,Intégrale,Automatique,8 cv,Hybride,Sfax,"Citadine, 8 cv, transmission Intégrale, Accoudoir avant, Accoudoir arrière, Affichage tête haute, Autoradio, Autoradio CD, Autoradio CD/Mp3, Apple Carplay, Android Auto, Bluetooth, Chargeur CD, Connectivité Aux, usb, iPod, Navigation, Palettes au volant, Sièges sport, Sièges chauffants, Sièges ventilés, Sièges réglables en hauteur, Sièges électriques, Vitres teintées, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur, Volant chauffant, Instrumentation numérique"
Hyundai Tucson HYNDAI TUCSON,120 000 DT,82 648 km,2020,Propulsion,Automatique,7 cv,Hybride,Sfax,"Autres, 7 cv, transmission Propulsion, Accoudoir avant, Accoudoir arrière, Affichage tête haute, Autoradio, Autoradio CD, Autoradio CD/Mp3, Apple Carplay, Android Auto, Bluetooth, Chargeur CD, Connectivité Aux, usb, iPod, Navigation, Sièges chauffants, Sièges réglables en hauteur, Sièges électriques, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur, Instrumentation numérique"
Peugeot Partner K9,55 000 DT,144 790 km,2019,Propulsion,Manuelle,5 cv,Diesel,Sfax,"Autres, 5 cv, transmission Propulsion, Autoradio, Autoradio CD, Autoradio CD/Mp3, Bluetooth, Chargeur CD, Connectivité Aux, usb, iPod, Navigation, Sièges réglables en hauteur, Sièges électriques, Volant/levier de vitesse en cuir, 3 appuis têtes arrières, Volant réglable hauteur/profondeur"
Land Rover Range Rover Evoque DYNAMIC,152 000 DT,82 809 km,2016,Intégrale,Automatique,10 cv,Diesel,Sfax,"SUV/4x4, 10 cv, transmission Intégrale, Accoudoir avant, Accoudoir arrière, Affichage tête haute, Autoradio, Autoradio CD, Autoradio CD/Mp3, Apple Carplay, Android Auto, Bluetooth, Chargeur CD, Connectivité Aux, usb, iPod, Navigation, Palettes au volant, Sièges chauffants, Sièges ventilés, Sièges réglables en hauteur, Sièges électriques, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur, Instrumentation numérique"
Mercedes-Benz GLC Coupé AMG,365 000 DT,26 997 km,2023,Intégrale,Automatique,12 cv,Hybride,Sfax,"SUV/4x4, 12 cv, transmission Intégrale, Accoudoir avant, Accoudoir arrière, Affichage tête haute, Autoradio, Autoradio CD, Autoradio CD/Mp3, Apple Carplay, Android Auto, Bluetooth, Chargeur CD, Connectivité Aux, usb, iPod, Navigation, Palettes au volant, Sièges chauffants, Sièges réglables en hauteur, Sièges électriques, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur, Instrumentation numérique"
Land Rover Range Rover Evoque,160 000 DT,32 875 km,2018,Traction,Automatique,8 cv,Diesel,Sfax,"Médecin vend une belle Range Rover EVOQUE, En Excellent Etat, Année 2018 , première main, comme neuve, toutes options y compris toit ouvrant. etc.
Gris foncé métallisé, Diesel, 8 cv, peu roulée (32875 km ). entretien chez le concessionnaire.
Visible à Sfax - merci de contacter le 22 30778"
Audi Q4 E-tron Luxe,149 000 DT,24 500 km,2022,Propulsion,Automatique,9 cv,Electrique,Monastir,"Véhicule 1ere main importé de France
Garantie concessionnaire 12 mois"
Mercedes-Benz EQA,149 000 DT,98 000 km,2022,Traction,Automatique,7 cv,Electrique,Monastir,"A vendre Merecedes-Benz EQA 250+ Progressive Line
Nouvelle version avec plus d'autonomie (d'ou le plus dans le nom du modele) : 532km wltp
Excellente voiture familiale et confortable

Importée de France"
