Price,Mileage,Year,Transmission,Gearbox,Horsepower,Fuel Type,Location,Brand,Model,Exterior Color,Interior Color,Upholstery,Seats,Doors,Energy,Gearbox Type,Fiscal Power,Transmission Type,Engine Displacement
137 545DT,70 000km,01.2022,Traction,Automatique,8cv,Essence,Tunis,Seat,Leon,Noir,Noir,Alcantara,5,5,Essence,Automatique,8cv,Traction,1395cm³
81 460DT,112 000km,01.2020,Traction,Automatique,7cv,Essence,Tunis,Peugeot,3008,Noir,Noir,Tissu,5,5,Essence,Automatique,7cv,Traction,1599cm³
63 282DT,230 000km,06.2012,Traction,Manuelle,5cv,Diesel,Ben Arous,Volkswagen,Passat,Gris argent,Gris,Tissu,5,5,Diesel,Manuelle,5cv,Traction,1598cm³
90 645DT,141 000km,09.2017,Traction,Automatique,6cv,Essence,Ariana,Nissan,Qashqai,Blanc,Noir,Alcantara,5,4,Essence,Automatique,6cv,Traction,1198cm³
60 374DT,330 000km,06.2002,Traction,Manuelle,11cv,Diesel,Tunis,Toyota,Prado,Bleu,Marron,Similicuir,7,4,Diesel,Manuelle,11cv,Traction,2998cm³
171 542DT,56 000km,11.2020,Propulsion,Automatique,8cv,Hybride rechargeable essence,Sousse,Mercedes-Benz,GLA,Blanc,Noir,Cuir partiel,5,4,Hybride rechargeable essence,Automatique,8cv,Propulsion,1332cm³
195 253DT,7 000km,06.2022,Traction,Automatique,7cv,Essence,Bizerte,Mercedes-Benz,CLA,Noir,Noir,Alcantara,5,5,Essence,Automatique,7cv,Traction,cm³
73 132DT,148 000km,11.2017,Traction,Manuelle,6cv,Essence,Ben Arous,Mazda,3,Gris argent,N/A,N/A,N/A,N/A,Essence,Manuelle,6cv,Traction,N/A
141 686DT,59 000km,06.2022,Traction,Automatique,11cv,Essence,Tunis,Honda,CR-V,Gris Shark,Noir,Tissu,5,5,Essence,Automatique,11cv,Traction,1500cm³
91 554DT,40 000km,03.2023,Propulsion,Automatique,6cv,Essence,Tunis,Seat,Ibiza,Bleu,Noir,Tissu,5,5,Essence,Automatique,6cv,Propulsion,1000cm³
128 060DT,65 000km,03.2016,Traction,Automatique,8cv,Essence,Tunis,Mercedes-Benz,GLA,Blanc,Noir,Alcantara,5,5,Essence,Automatique,8cv,Traction,1600cm³
209 881DT,37 000km,05.2023,Traction,Automatique,8cv,Essence,Ben Arous,Audi,A5 Sportback,Bleu,Marron,Similicuir,5,4,Essence,Automatique,8cv,Traction,1398cm³
99 386DT,169 000km,11.2019,Traction,Automatique,15cv,Essence,Ariana,Mazda,CX-9,Noir,Rouge,Similicuir,7,5,Essence,Automatique,15cv,Traction,2498cm³
88 004DT,225 000km,05.2012,Intégrale,Automatique,11cv,Diesel,Ben Arous,Land Rover,Range Rover Evoque,Gris argent,Beige,Cuir intégral,5,4,Diesel,Automatique,11cv,Intégrale,2200cm³
87 953DT,201 000km,12.2014,Traction,Automatique,7cv,Essence,Ben Arous,BMW,Série 3,Noir,Beige,Similicuir,5,4,Essence,Automatique,7cv,Traction,1598cm³
50 130DT,218 000km,06.2015,Traction,Manuelle,6cv,Essence,Ben Arous,Citroën,C4,Noir,Autre,Similicuir,5,5,Essence,Manuelle,6cv,Traction,1398cm³
185 587DT,30 000km,01.2023,Traction,Automatique,7cv,Essence,Ariana,Mercedes-Benz,CLA,Blanc,Noir,Alcantara,5,4,Essence,Automatique,7cv,Traction,1300cm³
79 792DT,86 000km,10.2022,Traction,Manuelle,6cv,Diesel,Ben Arous,Peugeot,Landtrek Simple Cabine,Blanc,Noir,Similicuir,3,2,Diesel,Manuelle,6cv,Traction,1898cm³
95 665DT,130 000km,09.2018,Traction,Manuelle,6cv,Essence,Tunis,Volkswagen,Golf 7,Blanc,Noir,Cuir intégral,5,5,Essence,Manuelle,6cv,Traction,1000cm³
45 000DT,47 000km,10.2021,Traction,Manuelle,5cv,Essence,Nabeul,Mahindra,KUV 100,Rouge,Noir,Tissu,5,5,Essence,Manuelle,5cv,Traction,1198cm³
61 320DT,200 000km,07.2010,Traction,Automatique,9cv,Essence,Ariana,Mercedes-Benz,Classe C,Noir,Noir,Similicuir,5,5,Essence,Automatique,9cv,Traction,1000cm³
60 192DT,148 000km,10.2020,Traction,Manuelle,5cv,Diesel,Nabeul,Peugeot,Partner,Blanc,Noir,Tissu,2,2,Diesel,Manuelle,5cv,Traction,1499cm³
121 775DT,48 000km,07.2017,Traction,Automatique,7cv,Essence,Sousse,BMW,Série 4 Gran Coupé,Blanc,Noir,Similicuir,5,4,Essence,Automatique,7cv,Traction,1500cm³
87 462DT,181 500km,07.2014,Traction,Automatique,6cv,Essence,Ariana,Mercedes-Benz,Classe A,Noir,Noir,Alcantara,5,4,Essence,Automatique,6cv,Traction,1595cm³
51 730DT,50 000km,05.2018,Traction,Manuelle,8cv,Essence,Ariana,Lada,Niva,Noir,Noir,Tissu,4,3,Essence,Manuelle,8cv,Traction,1000cm³
134 549DT,79 000km,08.2021,Traction,Automatique,6cv,Essence,Ariana,BMW,Série 1,Gris anthracite,Noir,Alcantara,5,5,Essence,Automatique,6cv,Traction,3000cm³
66 967DT,287 000km,02.2014,Traction,Manuelle,6cv,Diesel,Nabeul,Audi,A3,Rouge,Noir,Cuir intégral,5,5,Diesel,Manuelle,6cv,Traction,1598cm³
53 853DT,57 000km,10.2017,Traction,Manuelle,4cv,Essence,Tunis,Toyota,Aygo,Blanc,Noir,Tissu,5,5,Essence,Manuelle,4cv,Traction,1000cm³
108 523DT,85 000km,06.2018,Traction,Manuelle,8cv,Essence,Tunis,Volkswagen,T-roc,Noir,Noir,Tissu,5,5,Essence,Manuelle,8cv,Traction,1500cm³
85 744DT,180 000km,09.2007,Intégrale,Automatique,43cv,Essence,Ariana,Porsche,Cayenne,Noir,Marron,Cuir intégral,5,5,Essence,Automatique,43cv,Intégrale,4555cm³
64 140DT,87 000km,12.2018,Traction,Manuelle,5cv,Essence,Ben Arous,KIA,Rio 5p,Bleu,Autre,Tissu,5,5,Essence,Manuelle,5cv,Traction,cm³
239 346DT,0km,06.2024,Intégrale,Automatique,8cv,Essence,Ariana,Volkswagen,Tiguan,Noir,Gris,Cuir partiel,5,4,Essence,Automatique,8cv,Intégrale,1500cm³
84 202DT,150 000km,01.2018,Traction,Automatique,7cv,Essence,Tunis,Renault,Kadjar,Noir,N/A,N/A,N/A,N/A,Essence,Automatique,7cv,Traction,N/A
89 318DT,170 000km,05.2014,Traction,Automatique,7cv,Essence,Tunis,BMW,Série 3,Blanc,Marron,Similicuir,5,4,Essence,Automatique,7cv,Traction,1598cm³
93 441DT,159 000km,11.2019,Traction,Automatique,8cv,Essence,Tunis,KIA,Sportage,Bleu,Marron,Similicuir,5,5,Essence,Automatique,8cv,Traction,1600cm³
91 037DT,23 500km,05.2022,Traction,Automatique,7cv,Essence,Tunis,MG,ZS,Blanc,Noir,Similicuir,5,5,Essence,Automatique,7cv,Traction,1498cm³
60 950DT,70 000km,09.2020,Intégrale,Manuelle,6cv,Essence,Sousse,MG,3,Noir,Noir,Similicuir,5,5,Essence,Manuelle,6cv,Intégrale,1500cm³
257 008DT,160 000km,08.2014,Traction,Automatique,15cv,Diesel,Tunis,Land Rover,Range Rover Sport,Noir,N/A,N/A,N/A,N/A,Diesel,Automatique,15cv,Traction,N/A
47 275DT,150 000km,06.2016,Propulsion,Manuelle,5cv,Essence,Tunis,Volkswagen,Polo,Noir,Noir,Tissu,5,5,Essence,Manuelle,5cv,Propulsion,999cm³
59 438DT,323 000km,09.2010,Traction,Manuelle,7cv,Diesel,Ben Arous,Audi,A6,Noir,Noir,Similicuir,5,4,Diesel,Manuelle,7cv,Traction,1998cm³
93 624DT,105 000km,11.2017,Traction,Automatique,6cv,Essence,Ariana,Audi,A3 Berline,Noir,Marron,Tissu,5,5,Essence,Automatique,6cv,Traction,1197cm³
103 062DT,60 000km,11.2021,Intégrale,Automatique,9cv,Essence,Ariana,Haval,Jolion,Noir,Noir,Cuir intégral,5,5,Essence,Automatique,9cv,Intégrale,1449cm³
64 823DT,28 000km,12.2021,Traction,Automatique,4cv,Essence,Tunis,KIA,Picanto,Noir,Noir,Tissu,5,5,Essence,Automatique,4cv,Traction,1200cm³
164 638DT,24 500km,04.2022,Propulsion,Automatique,9cv,Electrique,Monastir,Audi,Q4 E-tron,Blanc,Noir,Tissu,5,5,Electrique,Automatique,9cv,Propulsion,cm³
65 716DT,480 000km,07.1999,Traction,Manuelle,11cv,Diesel,Tunis,Nissan,Patrol,Noir,Autre,Similicuir,5,4,Diesel,Manuelle,11cv,Traction,2826cm³
145 363DT,60 000km,07.2019,Propulsion,Automatique,10cv,Essence,Tunis,BMW,Série 5,Noir,Marron,Cuir intégral,5,4,Essence,Automatique,10cv,Propulsion,1597cm³
56 071DT,0km,10.2024,Traction,Manuelle,5cv,Essence,Tunis,Mahindra,KUV 100,Blanc,Noir,Tissu,5,5,Essence,Manuelle,5cv,Traction,1198cm³
96 464DT,159 000km,07.2010,Traction,Automatique,19cv,Diesel,Tunis,BMW,X5,Noir,Beige,Similicuir,5,5,Diesel,Automatique,19cv,Traction,3498cm³
69 675DT,144 000km,11.2017,Traction,Manuelle,5cv,Essence,Tunis,Peugeot,2008,Gris Shark,Noir,Tissu,5,5,Essence,Manuelle,5cv,Traction,1199cm³
89 859DT,109 000km,01.2014,Traction,Automatique,9cv,Essence,Tunis,Audi,A5 Coupé,Noir,Beige,Cuir intégral,4,3,Essence,Automatique,9cv,Traction,4000cm³
70 811DT,75 000km,10.2022,Traction,Automatique,6cv,Essence,Tunis,Chery,Tiggo 3X,Gris argent,Noir,Cuir intégral,5,5,Essence,Automatique,6cv,Traction,1000cm³
129 448DT,41 000km,12.2022,Traction,Automatique,8cv,Essence,Tunis,Haval,H6,Blanc,Rouge,Cuir partiel,5,5,Essence,Automatique,8cv,Traction,1500cm³
92 132DT,113 000km,08.2015,Traction,Automatique,6cv,Essence,Tunis,Mercedes-Benz,Classe A,Noir,Gris,Tissu,5,5,Essence,Automatique,6cv,Traction,1599cm³
65 114DT,24 000km,12.2021,Intégrale,Automatique,6cv,Essence,Sousse,Geely,GX3,Beige,Noir,Cuir intégral,5,5,Essence,Automatique,6cv,Intégrale,1498cm³
79 722DT,30 000km,07.2021,Traction,Manuelle,7cv,Essence,Tunis,Dongfeng,SX3,Rouge,N/A,N/A,N/A,N/A,Essence,Manuelle,7cv,Traction,N/A
170 116DT,122 000km,03.2021,Traction,Automatique,9cv,Essence,Ben Arous,Audi,Q3 Sportback,Blanc,Noir,Similicuir,5,4,Essence,Automatique,9cv,Traction,1398cm³
97 163DT,200 000km,01.2018,Traction,Automatique,8cv,Essence,Tunis,Audi,Q3 Sportback,Gris Shark,Marron,Similicuir,5,5,Essence,Automatique,8cv,Traction,1400cm³
46 846DT,163 000km,12.2019,Traction,Manuelle,5cv,Essence,Ben Arous,Chevrolet,Sonic,Noir,Noir,Tissu,5,4,Essence,Manuelle,5cv,Traction,1198cm³
94 719DT,80 000km,02.2020,Traction,Automatique,6cv,Essence,Nabeul,Toyota,C-HR,Bleu,Noir,Tissu,5,5,Essence,Automatique,6cv,Traction,1198cm³
63 864DT,58 000km,11.2019,Traction,Manuelle,5cv,Essence,Tunis,Citroën,C3,Noir,Gris,Tissu,5,5,Essence,Manuelle,5cv,Traction,1199cm³
79 560DT,60 000km,09.2018,Traction,Automatique,7cv,Essence,Tunis,Fiat,500X,Rouge,Noir,Cuir intégral,5,5,Essence,Automatique,7cv,Traction,1399cm³
67 471DT,110 000km,08.2021,Traction,Manuelle,5cv,Essence,Tunis,Toyota,Yaris,Blanc,Noir,Tissu,5,5,Essence,Manuelle,5cv,Traction,1000cm³
80 230DT,26 000km,05.2023,Traction,Manuelle,5cv,Essence,Tunis,Hyundai,i20,Noir,Noir,Tissu,5,5,Essence,Manuelle,5cv,Traction,1200cm³
64 987DT,7 300km,11.2023,Traction,Manuelle,7cv,Essence,Bizerte,Wallyscar,719,Gris Shark,Rouge,Cuir intégral,5,5,Essence,Manuelle,7cv,Traction,1600cm³
58 031DT,75 000km,07.2015,Traction,Manuelle,5cv,Essence,Ben Arous,Dacia,Sandero Stepway,Noir,Noir,Similicuir,5,4,Essence,Manuelle,5cv,Traction,998cm³
98 797DT,55 000km,05.2021,Traction,Manuelle,6cv,Essence,Ariana,Volkswagen,Golf 8,Gris anthracite,Noir,Tissu,5,5,Essence,Manuelle,6cv,Traction,1000cm³
49 307DT,220 000km,09.2014,Traction,Manuelle,5cv,Essence,Tunis,Renault,Clio,Blanc,Autre,Similicuir,5,4,Essence,Manuelle,5cv,Traction,899cm³
115 270DT,70 000km,01.2021,Traction,Manuelle,6cv,Essence,Nabeul,Volkswagen,T-roc,Rouge,Noir,Tissu,5,5,Essence,Manuelle,6cv,Traction,999cm³
135 588DT,40 000km,06.2023,Intégrale,Automatique,8cv,Essence,Ariana,Audi,A3 Berline,Blanc,Gris,Tissu,5,4,Essence,Automatique,8cv,Intégrale,1400cm³
195 666DT,6 000km,07.2024,Traction,Automatique,8cv,Essence,Tunis,Volkswagen,Tiguan,Noir,Gris,Similicuir,5,5,Essence,Automatique,8cv,Traction,1498cm³
56 302DT,201 000km,01.2013,Propulsion,Automatique,20cv,Essence,Tunis,Mazda,CX-9,Noir,Noir,Cuir intégral,7,5,Essence,Automatique,20cv,Propulsion,3700cm³
69 650DT,148 000km,11.2017,Traction,Manuelle,6cv,Essence,Ben Arous,Mazda,3,Gris argent,N/A,N/A,N/A,N/A,Essence,Manuelle,6cv,Traction,N/A
83 184DT,242 000km,09.2010,Traction,Automatique,11cv,Essence,Tunis,Mercedes-Benz,Classe E coupé,Blanc,Autre,Cuir intégral,4,3,Essence,Automatique,11cv,Traction,cm³
89 574DT,90 000km,03.2005,Traction,Automatique,24cv,Diesel,Ariana,Ford,F 250,Noir,N/A,N/A,N/A,N/A,Diesel,Automatique,24cv,Traction,N/A
51 175DT,122 000km,09.2018,Traction,Automatique,6cv,Essence,Ben Arous,DS,3,Rouge,Noir,Tissu,5,5,Essence,Automatique,6cv,Traction,1199cm³
119 049DT,26 000km,12.2020,Traction,Manuelle,6cv,Essence,Tunis,Volkswagen,Golf 8,Gris Shark,Gris,Tissu,5,5,Essence,Manuelle,6cv,Traction,1000cm³
52 990DT,230 120km,06.2015,Traction,Manuelle,5cv,Essence,Nabeul,Peugeot,2008,Gris Shark,Gris,Tissu,5,4,Essence,Manuelle,5cv,Traction,1199cm³
188 621DT,30 570km,12.2021,Traction,Automatique,8cv,Essence,Ariana,Mercedes-Benz,Classe C,Noir,Beige,Cuir partiel,5,4,Essence,Automatique,8cv,Traction,1500cm³
85 355DT,178 000km,10.2016,Traction,Automatique,8cv,Essence,Sfax,KIA,Sportage,Autre,Beige,Cuir intégral,5,5,Essence,Automatique,8cv,Traction,cm³
64 895DT,149 000km,05.2018,Intégrale,Automatique,9cv,Essence,Tunis,MG,GS,Noir,Beige,Similicuir,5,5,Essence,Automatique,9cv,Intégrale,1500cm³
102 460DT,165 000km,10.2015,Propulsion,Automatique,11cv,Essence,Ariana,BMW,Série 5,Gris Shark,Beige,Cuir intégral,5,5,Essence,Automatique,11cv,Propulsion,1997cm³
126 433DT,99 000km,11.2019,Propulsion,Automatique,8cv,Essence,Tunis,BMW,Série 4 Gran Coupé,Noir,Beige,Similicuir,5,5,Essence,Automatique,8cv,Propulsion,1333cm³
85 767DT,26 043km,06.2016,Traction,Manuelle,7cv,Essence,Ariana,Volkswagen,Golf 7,Gris argent,Gris,Alcantara,5,4,Essence,Manuelle,7cv,Traction,1400cm³
132 836DT,70 000km,01.2022,Traction,Automatique,8cv,Essence,Tunis,Seat,Leon,Noir,Noir,Alcantara,5,5,Essence,Automatique,8cv,Traction,1395cm³
39 310DT,400 000km,10.2008,Traction,Manuelle,6cv,Diesel,Tunis,Renault,Scenic,Bleu,Beige,Tissu,5,5,Diesel,Manuelle,6cv,Traction,1500cm³
54 752DT,90 000km,02.2019,Traction,Manuelle,5cv,Essence,Tunis,Hyundai,Grand i10 Sedan,Bleu,Noir,Tissu,5,5,Essence,Manuelle,5cv,Traction,1200cm³
54 840DT,68 000km,02.2021,Traction,Manuelle,6cv,Essence,Ben Arous,Chery,Tiggo 2,Orange,Noir,Alcantara,5,4,Essence,Manuelle,6cv,Traction,1498cm³
164 498DT,24 500km,04.2022,Propulsion,Automatique,9cv,Electrique,Monastir,Audi,Q4 E-tron,Blanc,Noir,Tissu,5,5,Electrique,Automatique,9cv,Propulsion,cm³
92 464DT,132 000km,02.2016,Traction,Manuelle,7cv,Essence,Gabès,Mercedes-Benz,CLA,Blanc,Noir,Cuir partiel,5,4,Essence,Manuelle,7cv,Traction,1600cm³
90 590DT,120 000km,06.2020,Traction,Automatique,9cv,Essence,Tunis,Haval,H6,Bleu,Marron,Cuir intégral,5,5,Essence,Automatique,9cv,Traction,1599cm³
52 488DT,75 000km,07.2015,Traction,Manuelle,5cv,Essence,Ben Arous,Dacia,Sandero Stepway,Noir,Noir,Similicuir,5,4,Essence,Manuelle,5cv,Traction,998cm³
238 760DT,70 000km,01.2021,Intégrale,Automatique,11cv,Hybride rechargeable essence,Tunis,Land Rover,Range Rover Evoque,Noir,Rouge,Cuir intégral,5,4,Hybride rechargeable essence,Automatique,11cv,Intégrale,2000cm³
209 847DT,190 000km,01.2016,Traction,Automatique,16cv,Diesel,Ben Arous,Porsche,Macan,Noir,Noir,Cuir partiel,5,4,Diesel,Automatique,16cv,Traction,3000cm³
80 780DT,150 000km,12.2017,Traction,Automatique,6cv,Essence,Ben Arous,Toyota,C-HR,Marron,Noir,Similicuir,5,4,Essence,Automatique,6cv,Traction,1198cm³
108 449DT,34 000km,10.2019,Traction,Manuelle,5cv,Essence,Tunis,Mini,Clubman,Gris Shark,Gris,Cuir partiel,5,4,Essence,Manuelle,5cv,Traction,1500cm³
80 805DT,173 000km,06.2012,Traction,Automatique,8cv,Diesel,Tunis,Mercedes-Benz,Classe E,Noir,Noir,Similicuir,5,4,Diesel,Automatique,8cv,Traction,2198cm³
55 442DT,300 000km,04.2003,Traction,Manuelle,10cv,Diesel,Ariana,Jeep,Grand Cherokee,Gris Shark,Noir,Cuir intégral,5,5,Diesel,Manuelle,10cv,Traction,1000cm³
60 561DT,234 000km,04.2012,Intégrale,Automatique,11cv,Diesel,Tunis,KIA,Sportage,Blanc,Noir,Cuir intégral,5,5,Diesel,Automatique,11cv,Intégrale,cm³
119 134DT,180 000km,04.2016,Intégrale,Automatique,15cv,Essence,Ariana,Land Rover,Range Rover Evoque,Blanc,Noir,Cuir intégral,5,4,Essence,Automatique,15cv,Intégrale,2000cm³
56 755DT,165 000km,02.2019,Traction,Automatique,5cv,Diesel,Monastir,Renault,Clio,Blanc,Noir,Similicuir,5,5,Diesel,Automatique,5cv,Traction,cm³
75 978DT,115 000km,06.2015,Intégrale,Automatique,9cv,Essence,Tunis,BMW,Série 1,Blanc,Noir,Tissu,5,4,Essence,Automatique,9cv,Intégrale,1600cm³
47 339DT,210 000km,01.2010,Traction,Manuelle,7cv,Essence,Tunis,Peugeot,3008,Marron,Noir,Tissu,5,5,Essence,Manuelle,7cv,Traction,1600cm³
99 295DT,100 000km,11.2016,Intégrale,Manuelle,7cv,Diesel,Ariana,Volkswagen,Transporter Fourgon 6.1,Blanc,Gris,Tissu,3,4,Diesel,Manuelle,7cv,Intégrale,2000cm³
160 961DT,62 000km,07.2020,Traction,Automatique,10cv,Essence,Sousse,BMW,Série 5,Blanc,Noir,Cuir intégral,5,5,Essence,Automatique,10cv,Traction,1500cm³
150 869DT,66 800km,08.2021,Traction,Automatique,8cv,Hybride rechargeable essence,Tunis,Mercedes-Benz,Classe A,Noir,Noir,Alcantara,5,5,Hybride rechargeable essence,Automatique,8cv,Traction,1333cm³
93 379DT,64 000km,09.2019,Traction,Automatique,6cv,Essence,Tunis,Volkswagen,Golf 7,Blanc,Noir,Tissu,5,5,Essence,Automatique,6cv,Traction,1200cm³
79 763DT,210 000km,08.2019,Propulsion,Automatique,7cv,Essence,Tunis,BMW,Série 1,Noir,Noir,Similicuir,5,5,Essence,Automatique,7cv,Propulsion,1500cm³
168 244DT,40 000km,09.2021,Traction,Automatique,8cv,Essence,Tunis,Volkswagen,Golf 8,Noir,N/A,N/A,N/A,N/A,Essence,Automatique,8cv,Traction,N/A
83 883DT,99 000km,09.2019,Traction,Automatique,9cv,Essence,Tunis,Haval,H6,Blanc,Marron,Cuir intégral,5,5,Essence,Automatique,9cv,Traction,1499cm³
53 761DT,259 000km,05.2009,Traction,Manuelle,7cv,Essence,Ben Arous,BMW,Série 3 coupé,Gris anthracite,Beige,Similicuir,5,2,Essence,Manuelle,7cv,Traction,1598cm³
84 404DT,217 000km,10.2010,Traction,Automatique,10cv,Diesel,Ben Arous,Mercedes-Benz,Classe E,Noir,Marron,Similicuir,5,4,Diesel,Automatique,10cv,Traction,2198cm³
69 237DT,110 000km,03.2021,Traction,Manuelle,7cv,Essence,Tunis,MG,ZS,Noir,Beige,Similicuir,5,4,Essence,Manuelle,7cv,Traction,1493cm³
107 363DT,53 000km,03.2008,Traction,Automatique,15cv,Diesel,Tunis,Mercedes-Benz,Classe S,Blanc,Marron,Cuir intégral,5,4,Diesel,Automatique,15cv,Traction,3500cm³
47 446DT,119 000km,08.2019,Traction,Manuelle,4cv,Essence,Ben Arous,Citroën,C3,Gris argent,Noir,Tissu,5,5,Essence,Manuelle,4cv,Traction,1200cm³
197 819DT,32 000km,01.2023,Propulsion,Automatique,11cv,Electrique,Tunis,Audi,Q4 E-tron,Gris Shark,Gris,Tissu,5,4,Electrique,Automatique,11cv,Propulsion,cm³
78 527DT,238 000km,09.2015,Propulsion,Automatique,7cv,Essence,Tunis,BMW,Série 3,Noir,Marron,Cuir intégral,5,5,Essence,Automatique,7cv,Propulsion,cm³
74 770DT,160 000km,07.2016,Traction,Manuelle,6cv,Essence,Tunis,Volkswagen,Passat,Bleu,Noir,Tissu,5,5,Essence,Manuelle,6cv,Traction,1399cm³
88 912DT,123 000km,08.2015,Traction,Automatique,6cv,Essence,Tunis,Mercedes-Benz,Classe A,Noir,Rouge,Cuir intégral,5,5,Essence,Automatique,6cv,Traction,1595cm³
76 659DT,160 000km,04.2017,Traction,Automatique,6cv,Essence,Tunis,Skoda,Octavia,Noir,Marron,Cuir intégral,5,5,Essence,Automatique,6cv,Traction,1399cm³
239 429DT,100 000km,02.2022,Traction,Automatique,7cv,Diesel,Tunis,Ford,Ranger Raptor,Noir,Noir,Cuir intégral,5,5,Diesel,Automatique,7cv,Traction,2000cm³
55 900DT,210 000km,04.2003,Traction,Automatique,10cv,Essence,Mahdia,Mercedes-Benz,Classe E,Noir,Beige,Cuir intégral,5,4,Essence,Automatique,10cv,Traction,999cm³
77 952DT,32 000km,03.2021,Traction,Manuelle,8cv,Essence,Ben Arous,Dongfeng,SX3,Rouge,N/A,N/A,N/A,N/A,Essence,Manuelle,8cv,Traction,N/A
72 495DT,33 000km,01.2022,Traction,Manuelle,7cv,Essence,Ariana,Dongfeng,AX4,Rouge,Noir,Tissu,5,4,Essence,Manuelle,7cv,Traction,1598cm³
56 051DT,83 000km,06.2021,Traction,Manuelle,5cv,Essence,Ben Arous,Hyundai,Grand i10,Blanc,Noir,Alcantara,5,4,Essence,Manuelle,5cv,Traction,1198cm³
91 414DT,160 000km,10.2013,Intégrale,Automatique,8cv,Essence,Tunis,Mercedes-Benz,CLA,Gris argent,Noir,Alcantara,5,4,Essence,Automatique,8cv,Intégrale,1800cm³
64 075DT,88 000km,02.2021,Traction,Manuelle,5cv,Diesel,Nabeul,Citroën,C3,Noir,Noir,Tissu,5,5,Diesel,Manuelle,5cv,Traction,1499cm³
43 177DT,259 000km,01.2019,Traction,Manuelle,5cv,Diesel,Tunis,Peugeot,Partner,Blanc,Noir,Similicuir,2,3,Diesel,Manuelle,5cv,Traction,1560.0cm³
70 122DT,78 000km,10.2021,Traction,Manuelle,4cv,Hybride essence,Nabeul,Fiat,500,Blanc,Beige,Cuir partiel,3,5,Hybride essence,Manuelle,4cv,Traction,1198cm³
299 735DT,180 000km,01.2017,Intégrale,Automatique,15cv,Diesel,Ben Arous,Porsche,Cayenne,Noir,Noir,Cuir partiel,5,4,Diesel,Automatique,15cv,Intégrale,3000cm³
133 623DT,146 000km,09.2016,Traction,Automatique,8cv,Diesel,Nabeul,Land Rover,Range Rover Evoque,Bleu,Noir,Tissu,5,4,Diesel,Automatique,8cv,Traction,cm³
191 348DT,140 000km,01.2021,Traction,Automatique,10cv,Essence,Ben Arous,BMW,Série 5,Blanc,Autre,Cuir intégral,5,4,Essence,Automatique,10cv,Traction,2000cm³
304 702DT,19 000km,08.2019,Traction,Automatique,15cv,Essence,Tunis,Land Rover,Range Rover Velar,Gris Shark,Autre,Cuir partiel,5,5,Essence,Automatique,15cv,Traction,2000cm³
278 841DT,80 000km,01.2021,Intégrale,Automatique,11cv,Hybride rechargeable essence,Tunis,Mercedes-Benz,GLC Coupé,Gris Shark,Noir,Cuir intégral,5,4,Hybride rechargeable essence,Automatique,11cv,Intégrale,2000cm³
95 439DT,240 000km,06.2009,Traction,Automatique,15cv,Diesel,Tunis,Mercedes-Benz,ML,Noir,Noir,Similicuir,5,4,Diesel,Automatique,15cv,Traction,2987cm³
74 258DT,56 000km,10.2022,Traction,Automatique,6cv,Essence,Ben Arous,Chery,Tiggo 3X,Noir,Noir,Similicuir,5,4,Essence,Automatique,6cv,Traction,998cm³
70 302DT,250 000km,05.2013,Traction,Automatique,5cv,Diesel,Sousse,Volkswagen,Golf 7,Blanc,Marron,Cuir intégral,5,4,Diesel,Automatique,5cv,Traction,1600cm³
173 662DT,195 000km,08.2012,Traction,Automatique,15cv,Diesel,Ben Arous,Porsche,Cayenne,Noir,Noir,Similicuir,5,5,Diesel,Automatique,15cv,Traction,2999cm³
130 380DT,104 000km,06.2018,Traction,Automatique,8cv,Essence,Tunis,Volkswagen,Tiguan,Gris argent,Noir,Similicuir,5,5,Essence,Automatique,8cv,Traction,1398cm³
75 652DT,98 500km,10.2017,Traction,Manuelle,5cv,Essence,Tunis,Volkswagen,Golf 7,Gris argent,Autre,Cuir partiel,5,5,Essence,Manuelle,5cv,Traction,999cm³
56 544DT,70 000km,09.2020,Intégrale,Manuelle,6cv,Essence,Sousse,MG,3,Noir,Noir,Similicuir,5,5,Essence,Manuelle,6cv,Intégrale,1500cm³
171 199DT,10 000km,03.2024,Traction,Automatique,11cv,Essence,Tunis,Peugeot,408 GT,Bleu,Noir,Cuir intégral,5,5,Essence,Automatique,11cv,Traction,1699cm³
50 087DT,300 000km,06.2000,Traction,Manuelle,10cv,Essence,Ariana,BMW,Série 3,Gris argent,Gris,Similicuir,4,2,Essence,Manuelle,10cv,Traction,2500cm³
43 006DT,210 000km,12.2010,Intégrale,Manuelle,5cv,Essence,Sousse,Seat,Ibiza,Blanc,Gris,Similicuir,5,5,Essence,Manuelle,5cv,Intégrale,1197cm³
78 816DT,160 000km,08.2019,Traction,Manuelle,6cv,Essence,Ben Arous,Seat,Leon,Noir,Noir,Tissu,5,5,Essence,Manuelle,6cv,Traction,1111cm³
83 736DT,60 000km,09.2021,Traction,Manuelle,5cv,Essence,Tunis,KIA,Rio 5p,Bleu,Noir,Tissu,5,5,Essence,Manuelle,5cv,Traction,1200cm³
111 856DT,100 000km,01.2018,Traction,Automatique,7cv,Essence,Tunis,BMW,Série 4 Gran Coupé,Noir,N/A,N/A,N/A,N/A,Essence,Automatique,7cv,Traction,N/A
195 172DT,82 000km,11.2021,Traction,Automatique,9cv,Diesel,Sousse,Mercedes-Benz,CLA,Blanc,Noir,Tissu,5,4,Diesel,Automatique,9cv,Traction,1950cm³
